Model,Scenario,Ssp_family
GAINS-dw4,ECLIPSEv6b_MFR,2
GCAM 4.0,20% abatement (FF&I),2
GCAM 4.0,20% abatement (GHG),2
GCAM 4.0,450 concentration,2
GCAM 4.0,50% abatement (FF&I),2
GCAM 4.0,50% abatement (GHG),2
GCAM 4.0,550 concentration,2
GCAM 4.0,650 concentration,2
GCAM 4.0,Core baseline,2
GCAM 4.0,High CO2 price,2
GCAM 4.0,Low CO2 price,2
GCAM 4.0,Policy baseline,2
GCAM 4.2,ADVANCE_2020_1.5C-2100,2
GCAM 4.2,ADVANCE_2020_Med2C,2
GCAM 4.2,ADVANCE_2020_WB2C,2
GCAM 4.2,ADVANCE_2030_1.5C-2100,2
GCAM 4.2,ADVANCE_2030_Med2C,2
GCAM 4.2,ADVANCE_2030_Price1.5C,2
GCAM 4.2,ADVANCE_2030_WB2C,2
GCAM 4.2,ADVANCE_NoPolicy,2
GCAM 4.2,EMF30_BCOC-EndU,2
GCAM 4.2,EMF30_Baseline,2
GCAM 4.2,EMF30_CH4-Only,2
GCAM 4.2,EMF30_ClimPolicy,2
GCAM 4.2,EMF30_ClimPolicy+SLCF,2
GCAM 4.2,EMF30_D_CH4-ClimPolicy,2
GCAM 4.2,EMF30_D_CO2-Only,2
GCAM 4.2,EMF30_D_Frozen-CH4,2
GCAM 4.2,EMF30_D_Frozen-EF,2
GCAM 4.2,EMF30_D_Frozen-EF-EndU,2
GCAM 4.2,EMF30_D_Frozen-EF-SLCF,2
GCAM 4.2,EMF30_SLCF,2
GCAM 4.2,EMF33_Baseline,2
GCAM 4.2,EMF33_Med2C_cost100,2
GCAM 4.2,EMF33_Med2C_full,2
GCAM 4.2,EMF33_Med2C_limbio,2
GCAM 4.2,EMF33_Med2C_nobeccs,2
GCAM 4.2,EMF33_Med2C_nofuel,2
GCAM 4.2,EMF33_Med2C_none,2
GCAM 4.2,EMF33_WB2C_full,2
GCAM 4.2,EMF33_WB2C_limbio,2
GCAM 4.2,EMF33_WB2C_nobeccs,2
GCAM 4.2,EMF33_WB2C_nofuel,2
GCAM 4.2,EMF33_WB2C_none,2
GCAM 4.2,EMF33_tax_hi_full,2
GCAM 4.2,EMF33_tax_hi_none,2
GCAM 4.2,EMF33_tax_lo_full,2
GCAM 4.2,EMF33_tax_lo_none,2
GCAM 4.2,SSP1-19,1
GCAM 4.2,SSP1-26,1
GCAM 4.2,SSP1-34,1
GCAM 4.2,SSP1-45,1
GCAM 4.2,SSP1-Baseline,1
GCAM 4.2,SSP2-19,2
GCAM 4.2,SSP2-26,2
GCAM 4.2,SSP2-34,2
GCAM 4.2,SSP2-45,2
GCAM 4.2,SSP2-60,2
GCAM 4.2,SSP2-Baseline,2
GCAM 4.2,SSP3-Baseline,3
GCAM 4.2,SSP4-26,4
GCAM 4.2,SSP4-34,4
GCAM 4.2,SSP4-45,4
GCAM 4.2,SSP4-60,4
GCAM 4.2,SSP4-Baseline,4
GCAM 4.2,SSP5-19,5
GCAM 4.2,SSP5-26,5
GCAM 4.2,SSP5-34,5
GCAM 4.2,SSP5-45,5
GCAM 4.2,SSP5-60,5
GCAM 4.2,SSP5-Baseline,5
GCAM 5.2,"NGFS1_Current policies (Hot house world, Rep)",2
GCAM 5.2,"NGFS1_Immediate 2C with CDR (Orderly, Rep)",2
GCAM 5.3,NGFS2_Below 2°C,2
GCAM 5.3,NGFS2_Current Policies,2
GCAM 5.3,NGFS2_Delayed Transition,2
GCAM 5.3,NGFS2_Divergent Net Zero Policies,2
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),2
GCAM 5.3,NGFS2_Net-Zero 2050,2
GCAM 5.3,R_BAU,2
GCAM 5.3,R_MAC_30_n0,2
GCAM 5.3,R_MAC_30_n8,2
GCAM 5.3,R_MAC_35_n0,2
GCAM 5.3,R_MAC_35_n8,2
GCAM 5.3,R_MAC_40_n0,2
GCAM 5.3,R_MAC_40_n8,2
GCAM 5.3,R_MAC_45_n0,2
GCAM 5.3,R_MAC_45_n8,2
GCAM 5.3,R_MAC_50_n0,2
GCAM 5.3,R_MAC_50_n8,2
GCAM 5.3,R_MAC_55_n0,2
GCAM 5.3,R_MAC_55_n8,2
GCAM 5.3,R_MAC_60_n0,2
GCAM 5.3,R_MAC_60_n8,2
GCAM 5.3,R_MAC_65_n0,2
GCAM 5.3,R_MAC_65_n8,2
GCAM 5.3,R_MAC_70_n0,2
GCAM 5.3,R_MAC_70_n8,2
GCAM 5.3,R_MAC_75_n0,2
GCAM 5.3,R_MAC_75_n8,2
GCAM 5.3,R_MAC_80_n0,2
GCAM 5.3,R_MAC_80_n8,2
GCAM 5.3,R_MAC_85_n0,2
GCAM 5.3,R_MAC_85_n8,2
GCAM 5.3,R_MAC_90_n0,2
GCAM 5.3,R_MAC_90_n8,2
GCAM 5.3,R_MAC_95_n0,2
GCAM 5.3,R_MAC_95_n8,2
GCAM 5.3,R_MAC_99_n0,2
GCAM 5.3,R_MAC_99_n8,2
GCAM 5.3,SSP1-DACCS-1p9-3pctHR,1
GCAM 5.3,SSP1-DACCS-2p6-3pctHR,1
GCAM 5.3,SSP1-highcostDACCS-2p6-3pctHR,1
GCAM 5.3,SSP1-lowcostDACCS-2p6-3pctHR,1
GCAM 5.3,SSP1-noDACCS-1p9-3pctHR,1
GCAM 5.3,SSP1-noDACCS-2p6-3pctHR,1
GCAM 5.3,SSP2-DACCS-2p6-3pctHR,2
GCAM 5.3,SSP2-noDACCS-2p6-3pctHR,2
GCAM 5.3,SSP4-DACCS-1p9-3pctHR,4
GCAM 5.3,SSP4-DACCS-2p6-3pctHR,4
GCAM 5.3,SSP4-highcostDACCS-2p6-3pctHR,4
GCAM 5.3,SSP4-medcostDACCS-2p6-3pctHR,4
GCAM 5.3,SSP4-noDACCS-1p9-3pctHR,4
GCAM 5.3,SSP4-noDACCS-2p6-3pctHR,4
GCAM 5.3,SSP5-DACCS-1p9-3pctHR,5
GCAM 5.3,SSP5-DACCS-2p6-3pctHR,5
GCAM 5.3,SSP5-noDACCS-2p6-3pctHR,5
GCAM 5.3,SSP_SSP1,1
GCAM 5.3,SSP_SSP2,2
GCAM 5.3,SSP_SSP3,3
GCAM 5.3,SSP_SSP4,4
GCAM 5.3,SSP_SSP5,5
GCAM-PR 5.3,CSH,2
GCAM-PR 5.3,PCSH,2
GCAM-PR 5.3,PR_CP_Intensity,2
GCAM-PR 5.3,PR_CP_Price,2
GCAM-PR 5.3,PR_CP_PriceOnly,2
GCAM-PR 5.3,PR_NDC_Intensity,2
GCAM-PR 5.3,PR_NDC_Price,2
GCAM-PR 5.3,PR_NDC_PriceOnly,2
GCAM-PR 5.3,PR_baseline,2
GCAM-PR 5.3,R,2
GCAM-PR 5.3,SH,2
GCAM-PR 5.3,USComp+UpdPledges+RoWCond,2
GCAM-PR 5.3,USComp+UpdPledges+RoWRatchet,2
GCAM-PR 5.3,USCurM+RoWCond,2
GCAM-PR 5.3,USCurM+RoWUncond,2
GCAM-PR 5.3,USCurM+UpdPledges+RoWCond,2
GCAM-PR 5.3,USCurM2020+RoWCond,2
GCAM-PR 5.3,USCurM2020+RoWUncond,2
GCAM-PR 5.3,USCurM2020+UpdPledges+RoWCond,2
GCAM-PR 5.3,USEngage2020+UpdPledges+RoWCond,2
GCAM-PR 5.3,USEngage2020+UpdPledges+RoWRatchet,2
GCAM5.2_NET,GCAM_1.5C_high_os_high-cost-DAC,2
GCAM5.2_NET,GCAM_1.5C_high_os_low-cost-DAC,2
GCAM5.2_NET,GCAM_1.5C_low_os_high-cost-DAC,2
GCAM5.2_NET,GCAM_1.5C_low_os_low-cost-DAC,2
GCAM5.2_NET,GCAM_1.5C_low_os_noDAC,2
GEM-E3 V1,CD-LINKS_INDCi,2
GEM-E3 V1,CD-LINKS_INDCi_recGenTaxation,2
GEM-E3 V1,CD-LINKS_INDCi_recSocialSecurity,2
GEM-E3 V1,CD-LINKS_NPi,2
GEM-E3 V1,CD-LINKS_NPi2020_1000,2
GEM-E3 V1,CD-LINKS_NPi2020_1000_recGenTaxation,2
GEM-E3 V1,CD-LINKS_NPi2020_1000_recSocialSecurity,2
GEM-E3 V1,CD-LINKS_NPi2020_1600,2
GEM-E3 V1,CD-LINKS_NPi2020_400,2
GEM-E3 V1,CD-LINKS_NPi2020_400_recGenTaxation,2
GEM-E3 V1,CD-LINKS_NPi2020_400_recSocialSecurity,2
GEM-E3_V2021,EN_INDCi2030_1000,2
GEM-E3_V2021,EN_INDCi2030_1000_COV,2
GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,2
GEM-E3_V2021,EN_INDCi2030_1000_NDCp,2
GEM-E3_V2021,EN_INDCi2030_1000f,2
GEM-E3_V2021,EN_INDCi2030_1000f_COV,2
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,2
GEM-E3_V2021,EN_INDCi2030_1000f_NDCp,2
GEM-E3_V2021,EN_INDCi2030_1400,2
GEM-E3_V2021,EN_INDCi2030_1400f,2
GEM-E3_V2021,EN_INDCi2030_1800,2
GEM-E3_V2021,EN_INDCi2030_1800f,2
GEM-E3_V2021,EN_INDCi2030_600f,2
GEM-E3_V2021,EN_INDCi2030_600f_COV,2
GEM-E3_V2021,EN_INDCi2030_600f_COV_NDCp,2
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,2
GEM-E3_V2021,EN_INDCi2030_800,2
GEM-E3_V2021,EN_INDCi2030_800f,2
GEM-E3_V2021,EN_INDCi2100,2
GEM-E3_V2021,EN_INDCi2100_COV,2
GEM-E3_V2021,EN_INDCi2100_COV_NDCp,2
GEM-E3_V2021,EN_INDCi2100_NDCp,2
GEM-E3_V2021,EN_NPi2020_1000,2
GEM-E3_V2021,EN_NPi2020_1000_COV,2
GEM-E3_V2021,EN_NPi2020_1000f,2
GEM-E3_V2021,EN_NPi2020_1000f_COV,2
GEM-E3_V2021,EN_NPi2020_1400,2
GEM-E3_V2021,EN_NPi2020_1400f,2
GEM-E3_V2021,EN_NPi2020_1800,2
GEM-E3_V2021,EN_NPi2020_1800f,2
GEM-E3_V2021,EN_NPi2020_400f,2
GEM-E3_V2021,EN_NPi2020_500,2
GEM-E3_V2021,EN_NPi2020_500f,2
GEM-E3_V2021,EN_NPi2020_600,2
GEM-E3_V2021,EN_NPi2020_600_COV,2
GEM-E3_V2021,EN_NPi2020_600f,2
GEM-E3_V2021,EN_NPi2020_600f_COV,2
GEM-E3_V2021,EN_NPi2020_800,2
GEM-E3_V2021,EN_NPi2020_800f,2
GEM-E3_V2021,EN_NPi2100,2
GEM-E3_V2021,EN_NPi2100_COV,2
GEMINI-E3 7.0,PR_Baseline,2
GEMINI-E3 7.0,PR_CP_Intensity,2
GEMINI-E3 7.0,PR_CP_Price,2
GEMINI-E3 7.0,PR_CP_PriceOnly,2
GEMINI-E3 7.0,PR_NDC_Intensity,2
GEMINI-E3 7.0,PR_NDC_Price,2
GENeSYS-MOD 1.0,1,
GMM-17,Hard_Rock,2
GMM-17,Modern_Jazz,2
GMM-17,Symphony_1.5C,2
GMM-17,Unfinished_Symphony,2
GRAPE-15 1.0,EMF33_1.5C_cost100,2
GRAPE-15 1.0,EMF33_1.5C_full,2
GRAPE-15 1.0,EMF33_1.5C_nofuel,2
GRAPE-15 1.0,EMF33_Baseline,2
GRAPE-15 1.0,EMF33_Med2C_cost100,2
GRAPE-15 1.0,EMF33_Med2C_full,2
GRAPE-15 1.0,EMF33_Med2C_limbio,2
GRAPE-15 1.0,EMF33_Med2C_nobeccs,2
GRAPE-15 1.0,EMF33_Med2C_nofuel,2
GRAPE-15 1.0,EMF33_Med2C_none,2
GRAPE-15 1.0,EMF33_WB2C_cost100,2
GRAPE-15 1.0,EMF33_WB2C_full,2
GRAPE-15 1.0,EMF33_WB2C_limbio,2
GRAPE-15 1.0,EMF33_WB2C_nofuel,2
GRAPE-15 1.0,EMF33_tax_hi_full,2
GRAPE-15 1.0,EMF33_tax_hi_none,2
GRAPE-15 1.0,EMF33_tax_lo_full,2
GRAPE-15 1.0,EMF33_tax_lo_none,2
Global TIMES 2.0,SSP1RCP2.6,1
Global TIMES 2.0,SSP1REF,1
Global TIMES 2.0,SSP2RCP2.6,2
Global TIMES 2.0,SSP2RCP4.5,2
Global TIMES 2.0,SSP2REF,2
Global TIMES 2.0,SSP3RCP2.6,3
Global TIMES 2.0,SSP3RCP4.5,3
Global TIMES 2.0,SSP3REF,3
Global TIMES 2.0,SSP4RCP2.6,4
Global TIMES 2.0,SSP4RCP4.5,4
Global TIMES 2.0,SSP4REF,4
Global TIMES 2.0,SSP5RCP2.6,5
Global TIMES 2.0,SSP5RCP4.5,5
Global TIMES 2.0,SSP5REF,5
Global Transportation Roadmap 2019.05,ICE Policy Potential,2
Global Transportation Roadmap 2019.05,ICE+EV Policy Potential (AGIS),2
Global Transportation Roadmap 2019.05,ICE+EV Policy Potential (MGIS),2
Global Transportation Roadmap 2019.05,With Currently Adopted Policies,2
HEB 2.0,Deep,
HEB 2.0,Moderate,
ICES-EMF 1.0,BAU_IEO,2
ICES-EMF 1.0,BAU_WEO,2
ICES-EMF 1.0,IEO_NDC2C_ASIA,2
ICES-EMF 1.0,IEO_NDC2C_EUR_CHN,2
ICES-EMF 1.0,IEO_NDC2C_GLOBAL,2
ICES-EMF 1.0,IEO_NDC2C_PARTIAL,2
ICES-EMF 1.0,IEO_NDC2C_REF,2
ICES-EMF 1.0,IEO_NDC_ASIA,2
ICES-EMF 1.0,IEO_NDC_EUR_CHN,2
ICES-EMF 1.0,IEO_NDC_GLOBAL,2
ICES-EMF 1.0,IEO_NDC_PARTIAL,2
ICES-EMF 1.0,IEO_NDC_REF,2
ICES-EMF 1.0,IEO_NDCplus_ASIA,2
ICES-EMF 1.0,IEO_NDCplus_EUR_CHN,2
ICES-EMF 1.0,IEO_NDCplus_GLOBAL,2
ICES-EMF 1.0,IEO_NDCplus_PARTIAL,2
ICES-EMF 1.0,IEO_NDCplus_REF,2
ICES-EMF 1.0,WEO_NDC2C_ASIA,2
ICES-EMF 1.0,WEO_NDC2C_EUR_CHN,2
ICES-EMF 1.0,WEO_NDC2C_GLOBAL,2
ICES-EMF 1.0,WEO_NDC2C_PARTIAL,2
ICES-EMF 1.0,WEO_NDC2C_REF,2
ICES-EMF 1.0,WEO_NDC_ASIA,2
ICES-EMF 1.0,WEO_NDC_EUR_CHN,2
ICES-EMF 1.0,WEO_NDC_GLOBAL,2
ICES-EMF 1.0,WEO_NDC_PARTIAL,2
ICES-EMF 1.0,WEO_NDC_REF,2
ICES-EMF 1.0,WEO_NDCplus_ASIA,2
ICES-EMF 1.0,WEO_NDCplus_EUR_CHN,2
ICES-EMF 1.0,WEO_NDCplus_GLOBAL,2
ICES-EMF 1.0,WEO_NDCplus_PARTIAL,2
ICES-EMF 1.0,WEO_NDCplus_REF,2
ICES-XPS 1.0,CSH,2
ICES-XPS 1.0,PCSH,2
ICES-XPS 1.0,PR_Baseline,2
ICES-XPS 1.0,PR_CP_Intensity,2
ICES-XPS 1.0,PR_CP_Price,2
ICES-XPS 1.0,PR_CP_PriceOnly,2
ICES-XPS 1.0,PR_NDC_Intensity,2
ICES-XPS 1.0,PR_NDC_Price,2
ICES-XPS 1.0,PR_NDC_PriceOnly,2
ICES-XPS 1.0,R,2
ICES-XPS 1.0,SH,2
IEA Energy Technology Perspectives Model 2020,B2DS,2
IIASAPOP 2.0,SSP1,1
IIASAPOP 2.0,SSP2,2
IIASAPOP 2.0,SSP3,3
IIASAPOP 2.0,SSP4,4
IIASAPOP 2.0,SSP5,5
IMACLIM 1.1,ADVANCE_2020_1.5C-2100_WP6,2
IMACLIM 1.1,ADVANCE_2020_Med2C_WP6,2
IMACLIM 1.1,ADVANCE_2020_WB2C_WP6,2
IMACLIM 1.1,ADVANCE_2030_Med2C_WP6,2
IMACLIM 1.1,ADVANCE_2030_Price1.5C_WP6,2
IMACLIM 1.1,ADVANCE_2030_WB2C_WP6,2
IMACLIM 1.1,ADVANCE_INDC_WP6,2
IMACLIM 1.1,ADVANCE_NoPolicy_WP6,2
IMACLIM 1.1,ADVANCE_Reference_WP6,2
IMACLIM 1.1,SSP1_NoPolicy_TranspBase,1
IMACLIM 1.1,SSP1_NoPolicy_TranspOpt,1
IMACLIM 1.1,SSP1_RCP34_TranspBase,1
IMACLIM 1.1,SSP1_RCP34_TranspOpt,1
IMACLIM 1.1,SSP1_RCP45_TranspBase,1
IMACLIM 1.1,SSP1_RCP45_TranspOpt,1
IMACLIM 1.1,SSP3_NoPolicy_TranspBase,3
IMACLIM 1.1,SSP3_NoPolicy_TranspOpt,3
IMACLIM 1.1,SSP3_NoPolicy_Transp_111,3
IMACLIM 1.1,SSP3_NoPolicy_Transp_112,3
IMACLIM 1.1,SSP3_NoPolicy_Transp_121,3
IMACLIM 1.1,SSP3_NoPolicy_Transp_211,3
IMACLIM 1.1,SSP3_NoPolicy_Transp_222,3
IMACLIM 1.1,SSP3_RCP26_Transp_111,3
IMACLIM 1.1,SSP3_RCP26_Transp_112,3
IMACLIM 1.1,SSP3_RCP26_Transp_121,3
IMACLIM 1.1,SSP3_RCP26_Transp_211,3
IMACLIM 1.1,SSP3_RCP26_Transp_222,3
IMACLIM 1.1,SSP3_RCP34_TranspBase,3
IMACLIM 1.1,SSP3_RCP34_TranspOpt,3
IMACLIM 1.1,SSP3_RCP34_Transp_111,3
IMACLIM 1.1,SSP3_RCP34_Transp_112,3
IMACLIM 1.1,SSP3_RCP34_Transp_121,3
IMACLIM 1.1,SSP3_RCP34_Transp_211,3
IMACLIM 1.1,SSP3_RCP34_Transp_222,3
IMACLIM 1.1,SSP3_RCP45_TranspBase,3
IMACLIM 1.1,SSP3_RCP45_TranspOpt,3
IMACLIM 1.1,SSP3_RCP45_Transp_111,3
IMACLIM 1.1,SSP3_RCP45_Transp_112,3
IMACLIM 1.1,SSP3_RCP45_Transp_121,3
IMACLIM 1.1,SSP3_RCP45_Transp_211,3
IMACLIM 1.1,SSP3_RCP45_Transp_222,3
IMACLIM 1.1,base_DemandHigh_FossilHigh_TechHigh,2
IMACLIM 1.1,base_DemandHigh_FossilLow_TechHigh,2
IMACLIM 1.1,base_DemandHigh_FossilLow_TechLow,2
IMACLIM 1.1,base_DemandLow_FossilHigh_TechHigh,2
IMACLIM 1.1,base_DemandLow_FossilHigh_TechLow,2
IMACLIM 1.1,base_DemandLow_FossilLow_TechHigh,2
IMACLIM 1.1,base_DemandLow_FossilLow_TechLow,2
IMACLIM 1.1,peak2016_DemandHigh_FossilHigh_TechHigh,2
IMACLIM 1.1,peak2016_DemandHigh_FossilLow_TechHigh,2
IMACLIM 1.1,peak2016_DemandHigh_FossilLow_TechLow,2
IMACLIM 1.1,peak2016_DemandLow_FossilHigh_TechHigh,2
IMACLIM 1.1,peak2016_DemandLow_FossilHigh_TechLow,2
IMACLIM 1.1,peak2016_DemandLow_FossilLow_TechHigh,2
IMACLIM 1.1,peak2016_DemandLow_FossilLow_TechLow,2
IMACLIM 1.1,peak2020_DemandHigh_FossilHigh_TechHigh,2
IMACLIM 1.1,peak2020_DemandHigh_FossilLow_TechHigh,2
IMACLIM 1.1,peak2020_DemandHigh_FossilLow_TechLow,2
IMACLIM 1.1,peak2020_DemandLow_FossilHigh_TechHigh,2
IMACLIM 1.1,peak2020_DemandLow_FossilHigh_TechLow,2
IMACLIM 1.1,peak2020_DemandLow_FossilLow_TechHigh,2
IMACLIM 1.1,peak2020_DemandLow_FossilLow_TechLow,2
IMACLIM 1.1,peak2025_DemandHigh_FossilHigh_TechHigh,2
IMACLIM 1.1,peak2025_DemandHigh_FossilLow_TechHigh,2
IMACLIM 1.1,peak2025_DemandHigh_FossilLow_TechLow,2
IMACLIM 1.1,peak2025_DemandLow_FossilHigh_TechHigh,2
IMACLIM 1.1,peak2025_DemandLow_FossilHigh_TechLow,2
IMACLIM 1.1,peak2025_DemandLow_FossilLow_TechHigh,2
IMACLIM-NLU 1.0,EMF33_Baseline,2
IMACLIM-NLU 1.0,EMF33_tax_hi_none,2
IMACLIM-NLU 1.0,EMF33_tax_lo_none,2
IMAGE 3.0,ADVANCE_WP2_IND-450-FullTech,2
IMAGE 3.0,ADVANCE_WP2_IND-Base-FullTech,2
IMAGE 3.0,ADVANCE_WP2_TRA-450-FullTech,
IMAGE 3.0,ADVANCE_WP2_TRA-Base-FullTech,
IMAGE 3.0,ADVANCE_WP2_TRA-Ctax-FullTech,
IMAGE 3.0,CO_2Deg2020,2
IMAGE 3.0,CO_2Deg2030,2
IMAGE 3.0,CO_BAU,2
IMAGE 3.0,CO_Bridge,2
IMAGE 3.0,CO_CurPol,2
IMAGE 3.0,CO_GPP,2
IMAGE 3.0,CO_NDCplus,2
IMAGE 3.0,EN_INDCi2030_1000,2
IMAGE 3.0,EN_INDCi2030_1000f,2
IMAGE 3.0,EN_INDCi2030_1200,2
IMAGE 3.0,EN_INDCi2030_1200f,2
IMAGE 3.0,EN_INDCi2030_1400,2
IMAGE 3.0,EN_INDCi2030_1400f,2
IMAGE 3.0,EN_INDCi2030_3000,2
IMAGE 3.0,EN_INDCi2030_3000f,2
IMAGE 3.0,EN_INDCi2030_800f,2
IMAGE 3.0,EN_INDCi2100,2
IMAGE 3.0,EN_NPi2020_1000,2
IMAGE 3.0,EN_NPi2020_1000f,2
IMAGE 3.0,EN_NPi2020_1200,2
IMAGE 3.0,EN_NPi2020_1200f,2
IMAGE 3.0,EN_NPi2020_1400,2
IMAGE 3.0,EN_NPi2020_1400f,2
IMAGE 3.0,EN_NPi2020_3000,2
IMAGE 3.0,EN_NPi2020_3000f,2
IMAGE 3.0,EN_NPi2020_600f,2
IMAGE 3.0,EN_NPi2020_800,2
IMAGE 3.0,EN_NPi2020_800f,2
IMAGE 3.0,EN_NPi2100,2
IMAGE 3.0,EN_NoPolicy,2
IMAGE 3.0.1,ADVANCE_2020_1.5C-2100,2
IMAGE 3.0.1,ADVANCE_2020_Med2C,2
IMAGE 3.0.1,ADVANCE_2020_WB2C,2
IMAGE 3.0.1,ADVANCE_2030_Med2C,2
IMAGE 3.0.1,ADVANCE_2030_WB2C,2
IMAGE 3.0.1,ADVANCE_INDC,2
IMAGE 3.0.1,ADVANCE_NoPolicy,2
IMAGE 3.0.1,ADVANCE_Reference,2
IMAGE 3.0.1,CD-LINKS_INDC2030i_1600,2
IMAGE 3.0.1,CD-LINKS_INDCi,2
IMAGE 3.0.1,CD-LINKS_NDC2030i_1000,2
IMAGE 3.0.1,CD-LINKS_NPi,2
IMAGE 3.0.1,CD-LINKS_NPi2020_1000,2
IMAGE 3.0.1,CD-LINKS_NPi2020_1600,2
IMAGE 3.0.1,CD-LINKS_NPi2020_400,2
IMAGE 3.0.1,CD-LINKS_NoPolicy,2
IMAGE 3.0.1,EMF30_BCOC-EndU,2
IMAGE 3.0.1,EMF30_Baseline,2
IMAGE 3.0.1,EMF30_CH4-Only,2
IMAGE 3.0.1,EMF30_ClimPolicy,2
IMAGE 3.0.1,EMF30_ClimPolicy+SLCF,2
IMAGE 3.0.1,EMF30_D_BCOC-Red,2
IMAGE 3.0.1,EMF30_D_CH4-ClimPolicy,2
IMAGE 3.0.1,EMF30_D_CO2-Only,2
IMAGE 3.0.1,EMF30_D_Frozen-CH4,2
IMAGE 3.0.1,EMF30_D_Frozen-EF,2
IMAGE 3.0.1,EMF30_D_Frozen-EF-EndU,2
IMAGE 3.0.1,EMF30_D_Frozen-EF-SLCF,2
IMAGE 3.0.1,EMF30_SLCF,2
IMAGE 3.0.1,EMF30_Slower-Action,2
IMAGE 3.0.1,EMF30_Slower-Action+SLCF,2
IMAGE 3.0.1,EMF30_Slower-to-faster,2
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF,2
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF+HFC,2
IMAGE 3.0.1,IMA15-AGInt,2
IMAGE 3.0.1,IMA15-Def,2
IMAGE 3.0.1,IMA15-Eff,2
IMAGE 3.0.1,IMA15-LiStCh,2
IMAGE 3.0.1,IMA15-LoNCO2,2
IMAGE 3.0.1,IMA15-Pop,2
IMAGE 3.0.1,IMA15-RenElec,2
IMAGE 3.0.1,IMA15-TOT,2
IMAGE 3.0.1,SSP1-19,1
IMAGE 3.0.1,SSP1-26,1
IMAGE 3.0.1,SSP1-34,1
IMAGE 3.0.1,SSP1-45,1
IMAGE 3.0.1,SSP1-Baseline,1
IMAGE 3.0.1,SSP2-26,2
IMAGE 3.0.1,SSP2-34,2
IMAGE 3.0.1,SSP2-45,2
IMAGE 3.0.1,SSP2-60,2
IMAGE 3.0.1,SSP2-Baseline,2
IMAGE 3.0.1,SSP3-34,3
IMAGE 3.0.1,SSP3-45,3
IMAGE 3.0.1,SSP3-60,3
IMAGE 3.0.1,SSP3-Baseline,3
IMAGE 3.0.1,SSP4-26,4
IMAGE 3.0.1,SSP4-34,4
IMAGE 3.0.1,SSP4-45,4
IMAGE 3.0.1,SSP4-60,4
IMAGE 3.0.1,SSP4-Baseline,4
IMAGE 3.0.1,SSP5-34,5
IMAGE 3.0.1,SSP5-45,5
IMAGE 3.0.1,SSP5-60,5
IMAGE 3.0.1,SSP5-Baseline,5
IMAGE 3.0.2,EMF33_Baseline,2
IMAGE 3.0.2,EMF33_Med2C_cost100,2
IMAGE 3.0.2,EMF33_Med2C_full,2
IMAGE 3.0.2,EMF33_Med2C_limbio,2
IMAGE 3.0.2,EMF33_Med2C_nobeccs,2
IMAGE 3.0.2,EMF33_Med2C_nofuel,2
IMAGE 3.0.2,EMF33_Med2C_none,2
IMAGE 3.0.2,EMF33_WB2C_cost100,2
IMAGE 3.0.2,EMF33_WB2C_full,2
IMAGE 3.0.2,EMF33_WB2C_limbio,2
IMAGE 3.0.2,EMF33_WB2C_nobeccs,2
IMAGE 3.0.2,EMF33_WB2C_nofuel,2
IMAGE 3.0.2,EMF33_tax_hi_full,2
IMAGE 3.0.2,EMF33_tax_hi_none,2
